"STATISTIC","Statistic","TLIST(D1)","Date","C02196V02652","County","UNIT","VALUE"
"SLI01C01","Staying Local Indicator","2020M02D26","2020 February 26","IE05316","Cork","%","56.4"
"SLI01C01","Staying Local Indicator","2020M02D26","2020 February 26","IE04225","Galway","%","53.1"
"SLI01C01","Staying Local Indicator","2020M02D26","2020 February 26","IE05118","Limerick","%","58"
"SLI01C01","Staying Local Indicator","2020M02D26","2020 February 26","IE05225","Waterford","%","59.8"
"SLI01C01","Staying Local Indicator","2020M02D27","2020 February 27","-","State","%","56.8"
"SLI01C01","Staying Local Indicator","2020M02D27","2020 February 27","IE1101","Cavan","%","47.9"
"SLI01C01","Staying Local Indicator","2020M02D27","2020 February 27","IE1102","Donegal","%","47.6"
"SLI01C01","Staying Local Indicator","2020M02D27","2020 February 27","IE1103","Leitrim","%","45.6"
"SLI01C01","Staying Local Indicator","2020M02D27","2020 February 27","IE1104","Louth","%","58.8"
"SLI01C01","Staying Local Indicator","2020M02D27","2020 February 27","IE1105","Monaghan","%","49.5"
"SLI01C01","Staying Local Indicator","2020M02D27","2020 February 27","IE1106","Sligo","%","49.6"
"SLI01C01","Staying Local Indicator","2020M02D27","2020 February 27","IE1201","Laois","%","47.3"
"SLI01C01","Staying Local Indicator","2020M02D27","2020 February 27","IE1202","Longford","%","48.7"
"SLI01C01","Staying Local Indicator","2020M02D27","2020 February 27","IE1203","Offaly","%","47.3"
"SLI01C01","Staying Local Indicator","2020M02D27","2020 February 27","IE1204","Westmeath","%","54"
"SLI01C01","Staying Local Indicator","2020M02D27","2020 February 27","IE1303","Mayo","%","45.9"
"SLI01C01","Staying Local Indicator","2020M02D27","2020 February 27","IE1304","Roscommon","%","45.3"
"SLI01C01","Staying Local Indicator","2020M02D27","2020 February 27","IE21","Dublin","%","70.4"
"SLI01C01","Staying Local Indicator","2020M02D27","2020 February 27","IE2201","Kildare","%","48.2"
"SLI01C01","Staying Local Indicator","2020M02D27","2020 February 27","IE2202","Meath","%","49.3"
"SLI01C01","Staying Local Indicator","2020M02D27","2020 February 27","IE2203","Wicklow","%","51.3"
"SLI01C01","Staying Local Indicator","2020M02D27","2020 February 27","IE2301","Clare","%","48.9"
"SLI01C01","Staying Local Indicator","2020M02D27","2020 February 27","IE2401","Carlow","%","45"
"SLI01C01","Staying Local Indicator","2020M02D27","2020 February 27","IE2402","Kilkenny","%","51"
"SLI01C01","Staying Local Indicator","2020M02D27","2020 February 27","IE05122","Tipperary","%","47.8"
"SLI01C01","Staying Local Indicator","2020M02D27","2020 February 27","IE2406","Wexford","%","48.9"
"SLI01C01","Staying Local Indicator","2020M02D27","2020 February 27","IE2503","Kerry","%","53.3"
"SLI01C01","Staying Local Indicator","2020M02D27","2020 February 27","IE05316","Cork","%","55.7"
"SLI01C01","Staying Local Indicator","2020M02D27","2020 February 27","IE04225","Galway","%","52.2"
"SLI01C01","Staying Local Indicator","2020M02D27","2020 February 27","IE05118","Limerick","%","57.2"
"SLI01C01","Staying Local Indicator","2020M02D27","2020 February 27","IE05225","Waterford","%","59.1"
"SLI01C01","Staying Local Indicator","2020M02D28","2020 February 28","-","State","%","56.8"
"SLI01C01","Staying Local Indicator","2020M02D28","2020 February 28","IE1101","Cavan","%","47.6"
"SLI01C01","Staying Local Indicator","2020M02D28","2020 February 28","IE1102","Donegal","%","47.4"
"SLI01C01","Staying Local Indicator","2020M02D28","2020 February 28","IE1103","Leitrim","%","45.3"
"SLI01C01","Staying Local Indicator","2020M02D28","2020 February 28","IE1104","Louth","%","58.8"
"SLI01C01","Staying Local Indicator","2020M02D28","2020 February 28","IE1105","Monaghan","%","49.3"
"SLI01C01","Staying Local Indicator","2020M02D28","2020 February 28","IE1106","Sligo","%","49.4"
"SLI01C01","Staying Local Indicator","2020M02D28","2020 February 28","IE1201","Laois","%","47"
"SLI01C01","Staying Local Indicator","2020M02D28","2020 February 28","IE1202","Longford","%","48.3"
"SLI01C01","Staying Local Indicator","2020M02D28","2020 February 28","IE1203","Offaly","%","46.9"
"SLI01C01","Staying Local Indicator","2020M02D28","2020 February 28","IE1204","Westmeath","%","53.8"
"SLI01C01","Staying Local Indicator","2020M02D28","2020 February 28","IE1303","Mayo","%","45.6"
"SLI01C01","Staying Local Indicator","2020M02D28","2020 February 28","IE1304","Roscommon","%","45"
"SLI01C01","Staying Local Indicator","2020M02D28","2020 February 28","IE21","Dublin","%","70.6"
"SLI01C01","Staying Local Indicator","2020M02D28","2020 February 28","IE2201","Kildare","%","48.3"
"SLI01C01","Staying Local Indicator","2020M02D28","2020 February 28","IE2202","Meath","%","49.4"
"SLI01C01","Staying Local Indicator","2020M02D28","2020 February 28","IE2203","Wicklow","%","51.3"
"SLI01C01","Staying Local Indicator","2020M02D28","2020 February 28","IE2301","Clare","%","48.7"
"SLI01C01","Staying Local Indicator","2020M02D28","2020 February 28","IE2401","Carlow","%","44.9"
"SLI01C01","Staying Local Indicator","2020M02D28","2020 February 28","IE2402","Kilkenny","%","50.8"
"SLI01C01","Staying Local Indicator","2020M02D28","2020 February 28","IE05122","Tipperary","%","47.6"
"SLI01C01","Staying Local Indicator","2020M02D28","2020 February 28","IE2406","Wexford","%","48.6"
"SLI01C01","Staying Local Indicator","2020M02D28","2020 February 28","IE2503","Kerry","%","52.9"
"SLI01C01","Staying Local Indicator","2020M02D28","2020 February 28","IE05316","Cork","%","55.7"
"SLI01C01","Staying Local Indicator","2020M02D28","2020 February 28","IE04225","Galway","%","52"
"SLI01C01","Staying Local Indicator","2020M02D28","2020 February 28","IE05118","Limerick","%","57.2"
"SLI01C01","Staying Local Indicator","2020M02D28","2020 February 28","IE05225","Waterford","%","59.1"
"SLI01C01","Staying Local Indicator","2020M02D29","2020 February 29","-","State","%","57"
"SLI01C01","Staying Local Indicator","2020M02D29","2020 February 29","IE1101","Cavan","%","48"
"SLI01C01","Staying Local Indicator","2020M02D29","2020 February 29","IE1102","Donegal","%","47.4"
"SLI01C01","Staying Local Indicator","2020M02D29","2020 February 29","IE1103","Leitrim","%","45.6"
"SLI01C01","Staying Local Indicator","2020M02D29","2020 February 29","IE1104","Louth","%","59"
"SLI01C01","Staying Local Indicator","2020M02D29","2020 February 29","IE1105","Monaghan","%","49.3"
"SLI01C01","Staying Local Indicator","2020M02D29","2020 February 29","IE1106","Sligo","%","49.6"
"SLI01C01","Staying Local Indicator","2020M02D29","2020 February 29","IE1201","Laois","%","47.3"
"SLI01C01","Staying Local Indicator","2020M02D29","2020 February 29","IE1202","Longford","%","48.6"
"SLI01C01","Staying Local Indicator","2020M02D29","2020 February 29","IE1203","Offaly","%","47.2"
"SLI01C01","Staying Local Indicator","2020M02D29","2020 February 29","IE1204","Westmeath","%","54"
"SLI01C01","Staying Local Indicator","2020M02D29","2020 February 29","IE1303","Mayo","%","45.9"
"SLI01C01","Staying Local Indicator","2020M02D29","2020 February 29","IE1304","Roscommon","%","45.4"
"SLI01C01","Staying Local Indicator","2020M02D29","2020 February 29","IE21","Dublin","%","70.8"
"SLI01C01","Staying Local Indicator","2020M02D29","2020 February 29","IE2201","Kildare","%","48.4"
"SLI01C01","Staying Local Indicator","2020M02D29","2020 February 29","IE2202","Meath","%","49.6"
"SLI01C01","Staying Local Indicator","2020M02D29","2020 February 29","IE2203","Wicklow","%","51.5"
"SLI01C01","Staying Local Indicator","2020M02D29","2020 February 29","IE2301","Clare","%","49.7"
"SLI01C01","Staying Local Indicator","2020M02D29","2020 February 29","IE2401","Carlow","%","45"
"SLI01C01","Staying Local Indicator","2020M02D29","2020 February 29","IE2402","Kilkenny","%","51"
"SLI01C01","Staying Local Indicator","2020M02D29","2020 February 29","IE05122","Tipperary","%","47.9"
"SLI01C01","Staying Local Indicator","2020M02D29","2020 February 29","IE2406","Wexford","%","48.7"
"SLI01C01","Staying Local Indicator","2020M02D29","2020 February 29","IE2503","Kerry","%","53.2"
"SLI01C01","Staying Local Indicator","2020M02D29","2020 February 29","IE05316","Cork","%","55.9"
"SLI01C01","Staying Local Indicator","2020M02D29","2020 February 29","IE04225","Galway","%","52.9"
"SLI01C01","Staying Local Indicator","2020M02D29","2020 February 29","IE05118","Limerick","%","57.5"
"SLI01C01","Staying Local Indicator","2020M02D29","2020 February 29","IE05225","Waterford","%","59.2"
"SLI01C01","Staying Local Indicator","2020M03D01","2020 March 01","-","State","%","55.7"
"SLI01C01","Staying Local Indicator","2020M03D01","2020 March 01","IE1101","Cavan","%","46.3"
"SLI01C01","Staying Local Indicator","2020M03D01","2020 March 01","IE1102","Donegal","%","45.7"
"SLI01C01","Staying Local Indicator","2020M03D01","2020 March 01","IE1103","Leitrim","%","44.1"
"SLI01C01","Staying Local Indicator","2020M03D01","2020 March 01","IE1104","Louth","%","57.8"
"SLI01C01","Staying Local Indicator","2020M03D01","2020 March 01","IE1105","Monaghan","%","47.9"
"SLI01C01","Staying Local Indicator","2020M03D01","2020 March 01","IE1106","Sligo","%","48.1"
"SLI01C01","Staying Local Indicator","2020M03D01","2020 March 01","IE1201","Laois","%","45.6"
"SLI01C01","Staying Local Indicator","2020M03D01","2020 March 01","IE1202","Longford","%","47"
"SLI01C01","Staying Local Indicator","2020M03D01","2020 March 01","IE1203","Offaly","%","45.7"
"SLI01C01","Staying Local Indicator","2020M03D01","2020 March 01","IE1204","Westmeath","%","53"
"SLI01C01","Staying Local Indicator","2020M03D01","2020 March 01","IE1303","Mayo","%","44.5"
"SLI01C01","Staying Local Indicator","2020M03D01","2020 March 01","IE1304","Roscommon","%","44"
"SLI01C01","Staying Local Indicator","2020M03D01","2020 March 01","IE21","Dublin","%","69.9"
"SLI01C01","Staying Local Indicator","2020M03D01","2020 March 01","IE2201","Kildare","%","47.2"
"SLI01C01","Staying Local Indicator","2020M03D01","2020 March 01","IE2202","Meath","%","48.2"
"SLI01C01","Staying Local Indicator","2020M03D01","2020 March 01","IE2203","Wicklow","%","49.9"
"SLI01C01","Staying Local Indicator","2020M03D01","2020 March 01","IE2301","Clare","%","48.2"
"SLI01C01","Staying Local Indicator","2020M03D01","2020 March 01","IE2401","Carlow","%","43.3"
"SLI01C01","Staying Local Indicator","2020M03D01","2020 March 01","IE2402","Kilkenny","%","49.6"
"SLI01C01","Staying Local Indicator","2020M03D01","2020 March 01","IE05122","Tipperary","%","46.3"
"SLI01C01","Staying Local Indicator","2020M03D01","2020 March 01","IE2406","Wexford","%","47"
"SLI01C01","Staying Local Indicator","2020M03D01","2020 March 01","IE2503","Kerry","%","51.8"
"SLI01C01","Staying Local Indicator","2020M03D01","2020 March 01","IE05316","Cork","%","54.4"
"SLI01C01","Staying Local Indicator","2020M03D01","2020 March 01","IE04225","Galway","%","51.7"
"SLI01C01","Staying Local Indicator","2020M03D01","2020 March 01","IE05118","Limerick","%","56.5"
"SLI01C01","Staying Local Indicator","2020M03D01","2020 March 01","IE05225","Waterford","%","57.6"
"SLI01C01","Staying Local Indicator","2020M03D02","2020 March 02","-","State","%","55.7"
"SLI01C01","Staying Local Indicator","2020M03D02","2020 March 02","IE1101","Cavan","%","46.4"
"SLI01C01","Staying Local Indicator","2020M03D02","2020 March 02","IE1102","Donegal","%","45.4"
"SLI01C01","Staying Local Indicator","2020M03D02","2020 March 02","IE1103","Leitrim","%","44.2"
"SLI01C01","Staying Local Indicator","2020M03D02","2020 March 02","IE1104","Louth","%","57.7"
"SLI01C01","Staying Local Indicator","2020M03D02","2020 March 02","IE1105","Monaghan","%","47.9"
"SLI01C01","Staying Local Indicator","2020M03D02","2020 March 02","IE1106","Sligo","%","47.9"
"SLI01C01","Staying Local Indicator","2020M03D02","2020 March 02","IE1201","Laois","%","45.7"
"SLI01C01","Staying Local Indicator","2020M03D02","2020 March 02","IE1202","Longford","%","47.2"
"SLI01C01","Staying Local Indicator","2020M03D02","2020 March 02","IE1203","Offaly","%","45.9"
"SLI01C01","Staying Local Indicator","2020M03D02","2020 March 02","IE1204","Westmeath","%","53"
"SLI01C01","Staying Local Indicator","2020M03D02","2020 March 02","IE1303","Mayo","%","44.5"
"SLI01C01","Staying Local Indicator","2020M03D02","2020 March 02","IE1304","Roscommon","%","44.1"
"SLI01C01","Staying Local Indicator","2020M03D02","2020 March 02","IE21","Dublin","%","70"
"SLI01C01","Staying Local Indicator","2020M03D02","2020 March 02","IE2201","Kildare","%","47.1"
"SLI01C01","Staying Local Indicator","2020M03D02","2020 March 02","IE2202","Meath","%","48.2"
"SLI01C01","Staying Local Indicator","2020M03D02","2020 March 02","IE2203","Wicklow","%","49.8"
"SLI01C01","Staying Local Indicator","2020M03D02","2020 March 02","IE2301","Clare","%","48.2"
"SLI01C01","Staying Local Indicator","2020M03D02","2020 March 02","IE2401","Carlow","%","43.3"
"SLI01C01","Staying Local Indicator","2020M03D02","2020 March 02","IE2402","Kilkenny","%","49.7"
"SLI01C01","Staying Local Indicator","2020M03D02","2020 March 02","IE05122","Tipperary","%","46.4"
"SLI01C01","Staying Local Indicator","2020M03D02","2020 March 02","IE2406","Wexford","%","47"
"SLI01C01","Staying Local Indicator","2020M03D02","2020 March 02","IE2503","Kerry","%","51.7"
"SLI01C01","Staying Local Indicator","2020M03D02","2020 March 02","IE05316","Cork","%","54.4"
"SLI01C01","Staying Local Indicator","2020M03D02","2020 March 02","IE04225","Galway","%","51.7"
"SLI01C01","Staying Local Indicator","2020M03D02","2020 March 02","IE05118","Limerick","%","56.6"
"SLI01C01","Staying Local Indicator","2020M03D02","2020 March 02","IE05225","Waterford","%","57.5"
"SLI01C01","Staying Local Indicator","2020M03D03","2020 March 03","-","State","%","56.3"
"SLI01C01","Staying Local Indicator","2020M03D03","2020 March 03","IE1101","Cavan","%","47.2"
"SLI01C01","Staying Local Indicator","2020M03D03","2020 March 03","IE1102","Donegal","%","46.3"
"SLI01C01","Staying Local Indicator","2020M03D03","2020 March 03","IE1103","Leitrim","%","45.1"
"SLI01C01","Staying Local Indicator","2020M03D03","2020 March 03","IE1104","Louth","%","58.3"
"SLI01C01","Staying Local Indicator","2020M03D03","2020 March 03","IE1105","Monaghan","%","48.8"
"SLI01C01","Staying Local Indicator","2020M03D03","2020 March 03","IE1106","Sligo","%","48.6"
"SLI01C01","Staying Local Indicator","2020M03D03","2020 March 03","IE1201","Laois","%","46.4"
"SLI01C01","Staying Local Indicator","2020M03D03","2020 March 03","IE1202","Longford","%","48.1"
"SLI01C01","Staying Local Indicator","2020M03D03","2020 March 03","IE1203","Offaly","%","46.5"
"SLI01C01","Staying Local Indicator","2020M03D03","2020 March 03","IE1204","Westmeath","%","53.6"
"SLI01C01","Staying Local Indicator","2020M03D03","2020 March 03","IE1303","Mayo","%","45.2"
"SLI01C01","Staying Local Indicator","2020M03D03","2020 March 03","IE1304","Roscommon","%","44.9"
"SLI01C01","Staying Local Indicator","2020M03D03","2020 March 03","IE21","Dublin","%","70.5"
"SLI01C01","Staying Local Indicator","2020M03D03","2020 March 03","IE2201","Kildare","%","47.7"
"SLI01C01","Staying Local Indicator","2020M03D03","2020 March 03","IE2202","Meath","%","48.9"
"SLI01C01","Staying Local Indicator","2020M03D03","2020 March 03","IE2203","Wicklow","%","50.2"
"SLI01C01","Staying Local Indicator","2020M03D03","2020 March 03","IE2301","Clare","%","48.7"
"SLI01C01","Staying Local Indicator","2020M03D03","2020 March 03","IE2401","Carlow","%","44"
"SLI01C01","Staying Local Indicator","2020M03D03","2020 March 03","IE2402","Kilkenny","%","50.3"
"SLI01C01","Staying Local Indicator","2020M03D03","2020 March 03","IE05122","Tipperary","%","47.1"
"SLI01C01","Staying Local Indicator","2020M03D03","2020 March 03","IE2406","Wexford","%","47.8"
"SLI01C01","Staying Local Indicator","2020M03D03","2020 March 03","IE2503","Kerry","%","52"
"SLI01C01","Staying Local Indicator","2020M03D03","2020 March 03","IE05316","Cork","%","55"
"SLI01C01","Staying Local Indicator","2020M03D03","2020 March 03","IE04225","Galway","%","52.2"
"SLI01C01","Staying Local Indicator","2020M03D03","2020 March 03","IE05118","Limerick","%","57.1"
"SLI01C01","Staying Local Indicator","2020M03D03","2020 March 03","IE05225","Waterford","%","58.1"
"SLI01C01","Staying Local Indicator","2020M03D04","2020 March 04","-","State","%","57"
"SLI01C01","Staying Local Indicator","2020M03D04","2020 March 04","IE1101","Cavan","%","47.9"
"SLI01C01","Staying Local Indicator","2020M03D04","2020 March 04","IE1102","Donegal","%","47.3"
"SLI01C01","Staying Local Indicator","2020M03D04","2020 March 04","IE1103","Leitrim","%","45.9"
"SLI01C01","Staying Local Indicator","2020M03D04","2020 March 04","IE1104","Louth","%","58.9"
"SLI01C01","Staying Local Indicator","2020M03D04","2020 March 04","IE1105","Monaghan","%","49.7"
"SLI01C01","Staying Local Indicator","2020M03D04","2020 March 04","IE1106","Sligo","%","49.5"
"SLI01C01","Staying Local Indicator","2020M03D04","2020 March 04","IE1201","Laois","%","47.3"
"SLI01C01","Staying Local Indicator","2020M03D04","2020 March 04","IE1202","Longford","%","48.9"
"SLI01C01","Staying Local Indicator","2020M03D04","2020 March 04","IE1203","Offaly","%","47.3"
"SLI01C01","Staying Local Indicator","2020M03D04","2020 March 04","IE1204","Westmeath","%","54.1"
"SLI01C01","Staying Local Indicator","2020M03D04","2020 March 04","IE1303","Mayo","%","46"
"SLI01C01","Staying Local Indicator","2020M03D04","2020 March 04","IE1304","Roscommon","%","45.8"
"SLI01C01","Staying Local Indicator","2020M03D04","2020 March 04","IE21","Dublin","%","71.1"
"SLI01C01","Staying Local Indicator","2020M03D04","2020 March 04","IE2201","Kildare","%","48.4"
"SLI01C01","Staying Local Indicator","2020M03D04","2020 March 04","IE2202","Meath","%","49.7"
"SLI01C01","Staying Local Indicator","2020M03D04","2020 March 04","IE2203","Wicklow","%","50.9"
"SLI01C01","Staying Local Indicator","2020M03D04","2020 March 04","IE2301","Clare","%","49.5"
"SLI01C01","Staying Local Indicator","2020M03D04","2020 March 04","IE2401","Carlow","%","44.6"
"SLI01C01","Staying Local Indicator","2020M03D04","2020 March 04","IE2402","Kilkenny","%","51"
"SLI01C01","Staying Local Indicator","2020M03D04","2020 March 04","IE05122","Tipperary","%","47.8"
"SLI01C01","Staying Local Indicator","2020M03D04","2020 March 04","IE2406","Wexford","%","48.6"
"SLI01C01","Staying Local Indicator","2020M03D04","2020 March 04","IE2503","Kerry","%","52.6"
"SLI01C01","Staying Local Indicator","2020M03D04","2020 March 04","IE05316","Cork","%","55.7"
"SLI01C01","Staying Local Indicator","2020M03D04","2020 March 04","IE04225","Galway","%","52.7"
"SLI01C01","Staying Local Indicator","2020M03D04","2020 March 04","IE05118","Limerick","%","57.6"
"SLI01C01","Staying Local Indicator","2020M03D04","2020 March 04","IE05225","Waterford","%","58.7"
"SLI01C01","Staying Local Indicator","2020M03D05","2020 March 05","-","State","%","57.8"
"SLI01C01","Staying Local Indicator","2020M03D05","2020 March 05","IE1101","Cavan","%","48.8"
"SLI01C01","Staying Local Indicator","2020M03D05","2020 March 05","IE1102","Donegal","%","48.5"
"SLI01C01","Staying Local Indicator","2020M03D05","2020 March 05","IE1103","Leitrim","%","47.4"
"SLI01C01","Staying Local Indicator","2020M03D05","2020 March 05","IE1104","Louth","%","59.6"
"SLI01C01","Staying Local Indicator","2020M03D05","2020 March 05","IE1105","Monaghan","%","50.6"
"SLI01C01","Staying Local Indicator","2020M03D05","2020 March 05","IE1106","Sligo","%","50.3"
"SLI01C01","Staying Local Indicator","2020M03D05","2020 March 05","IE1201","Laois","%","48.3"
"SLI01C01","Staying Local Indicator","2020M03D05","2020 March 05","IE1202","Longford","%","49.9"
"SLI01C01","Staying Local Indicator","2020M03D05","2020 March 05","IE1203","Offaly","%","48.1"
"SLI01C01","Staying Local Indicator","2020M03D05","2020 March 05","IE1204","Westmeath","%","54.6"
"SLI01C01","Staying Local Indicator","2020M03D05","2020 March 05","IE1303","Mayo","%","46.9"
"SLI01C01","Staying Local Indicator","2020M03D05","2020 March 05","IE1304","Roscommon","%","46.7"
"SLI01C01","Staying Local Indicator","2020M03D05","2020 March 05","IE21","Dublin","%","71.7"
"SLI01C01","Staying Local Indicator","2020M03D05","2020 March 05","IE2201","Kildare","%","49.2"
"SLI01C01","Staying Local Indicator","2020M03D05","2020 March 05","IE2202","Meath","%","50.5"
"SLI01C01","Staying Local Indicator","2020M03D05","2020 March 05","IE2203","Wicklow","%","51.6"
"SLI01C01","Staying Local Indicator","2020M03D05","2020 March 05","IE2301","Clare","%","50.3"
"SLI01C01","Staying Local Indicator","2020M03D05","2020 March 05","IE2401","Carlow","%","45.4"
"SLI01C01","Staying Local Indicator","2020M03D05","2020 March 05","IE2402","Kilkenny","%","51.7"
"SLI01C01","Staying Local Indicator","2020M03D05","2020 March 05","IE05122","Tipperary","%","48.6"
"SLI01C01","Staying Local Indicator","2020M03D05","2020 March 05","IE2406","Wexford","%","49.5"
"SLI01C01","Staying Local Indicator","2020M03D05","2020 March 05","IE2503","Kerry","%","53.4"
"SLI01C01","Staying Local Indicator","2020M03D05","2020 March 05","IE05316","Cork","%","56.4"
"SLI01C01","Staying Local Indicator","2020M03D05","2020 March 05","IE04225","Galway","%","53.6"
"SLI01C01","Staying Local Indicator","2020M03D05","2020 March 05","IE05118","Limerick","%","58.3"
"SLI01C01","Staying Local Indicator","2020M03D05","2020 March 05","IE05225","Waterford","%","59.5"
"SLI01C01","Staying Local Indicator","2020M03D06","2020 March 06","-","State","%","58.4"
"SLI01C01","Staying Local Indicator","2020M03D06","2020 March 06","IE1101","Cavan","%","49.5"
"SLI01C01","Staying Local Indicator","2020M03D06","2020 March 06","IE1102","Donegal","%","49.2"
"SLI01C01","Staying Local Indicator","2020M03D06","2020 March 06","IE1103","Leitrim","%","48"
"SLI01C01","Staying Local Indicator","2020M03D06","2020 March 06","IE1104","Louth","%","60.1"
"SLI01C01","Staying Local Indicator","2020M03D06","2020 March 06","IE1105","Monaghan","%","51.1"
"SLI01C01","Staying Local Indicator","2020M03D06","2020 March 06","IE1106","Sligo","%","51.1"
"SLI01C01","Staying Local Indicator","2020M03D06","2020 March 06","IE1201","Laois","%","49"
"SLI01C01","Staying Local Indicator","2020M03D06","2020 March 06","IE1202","Longford","%","50.5"
"SLI01C01","Staying Local Indicator","2020M03D06","2020 March 06","IE1203","Offaly","%","48.6"
"SLI01C01","Staying Local Indicator","2020M03D06","2020 March 06","IE1204","Westmeath","%","55.1"
"SLI01C01","Staying Local Indicator","2020M03D06","2020 March 06","IE1303","Mayo","%","47.6"
"SLI01C01","Staying Local Indicator","2020M03D06","2020 March 06","IE1304","Roscommon","%","47.3"
"SLI01C01","Staying Local Indicator","2020M03D06","2020 March 06","IE21","Dublin","%","72.4"
"SLI01C01","Staying Local Indicator","2020M03D06","2020 March 06","IE2201","Kildare","%","50.1"
"SLI01C01","Staying Local Indicator","2020M03D06","2020 March 06","IE2202","Meath","%","51.2"
"SLI01C01","Staying Local Indicator","2020M03D06","2020 March 06","IE2203","Wicklow","%","52.1"
"SLI01C01","Staying Local Indicator","2020M03D06","2020 March 06","IE2301","Clare","%","51.1"
"SLI01C01","Staying Local Indicator","2020M03D06","2020 March 06","IE2401","Carlow","%","46.2"
"SLI01C01","Staying Local Indicator","2020M03D06","2020 March 06","IE2402","Kilkenny","%","52.3"
"SLI01C01","Staying Local Indicator","2020M03D06","2020 March 06","IE05122","Tipperary","%","49.3"
"SLI01C01","Staying Local Indicator","2020M03D06","2020 March 06","IE2406","Wexford","%","50.1"
"SLI01C01","Staying Local Indicator","2020M03D06","2020 March 06","IE2503","Kerry","%","53.9"
"SLI01C01","Staying Local Indicator","2020M03D06","2020 March 06","IE05316","Cork","%","57.1"
"SLI01C01","Staying Local Indicator","2020M03D06","2020 March 06","IE04225","Galway","%","54.3"
"SLI01C01","Staying Local Indicator","2020M03D06","2020 March 06","IE05118","Limerick","%","59"
"SLI01C01","Staying Local Indicator","2020M03D06","2020 March 06","IE05225","Waterford","%","59.9"
"SLI01C01","Staying Local Indicator","2020M03D07","2020 March 07","-","State","%","58.4"
"SLI01C01","Staying Local Indicator","2020M03D07","2020 March 07","IE1101","Cavan","%","49.3"
"SLI01C01","Staying Local Indicator","2020M03D07","2020 March 07","IE1102","Donegal","%","49.3"
"SLI01C01","Staying Local Indicator","2020M03D07","2020 March 07","IE1103","Leitrim","%","47.8"
"SLI01C01","Staying Local Indicator","2020M03D07","2020 March 07","IE1104","Louth","%","59.9"
"SLI01C01","Staying Local Indicator","2020M03D07","2020 March 07","IE1105","Monaghan","%","51.1"
"SLI01C01","Staying Local Indicator","2020M03D07","2020 March 07","IE1106","Sligo","%","51"
"SLI01C01","Staying Local Indicator","2020M03D07","2020 March 07","IE1201","Laois","%","48.9"
"SLI01C01","Staying Local Indicator","2020M03D07","2020 March 07","IE1202","Longford","%","50.5"
"SLI01C01","Staying Local Indicator","2020M03D07","2020 March 07","IE1203","Offaly","%","48.5"
"SLI01C01","Staying Local Indicator","2020M03D07","2020 March 07","IE1204","Westmeath","%","55.1"
"SLI01C01","Staying Local Indicator","2020M03D07","2020 March 07","IE1303","Mayo","%","47.5"
"SLI01C01","Staying Local Indicator","2020M03D07","2020 March 07","IE1304","Roscommon","%","47"
"SLI01C01","Staying Local Indicator","2020M03D07","2020 March 07","IE21","Dublin","%","72.5"
"SLI01C01","Staying Local Indicator","2020M03D07","2020 March 07","IE2201","Kildare","%","50.4"
"SLI01C01","Staying Local Indicator","2020M03D07","2020 March 07","IE2202","Meath","%","51.2"
"SLI01C01","Staying Local Indicator","2020M03D07","2020 March 07","IE2203","Wicklow","%","51.8"
"SLI01C01","Staying Local Indicator","2020M03D07","2020 March 07","IE2301","Clare","%","50.4"
"SLI01C01","Staying Local Indicator","2020M03D07","2020 March 07","IE2401","Carlow","%","46.3"
"SLI01C01","Staying Local Indicator","2020M03D07","2020 March 07","IE2402","Kilkenny","%","52.1"
"SLI01C01","Staying Local Indicator","2020M03D07","2020 March 07","IE05122","Tipperary","%","49.2"
"SLI01C01","Staying Local Indicator","2020M03D07","2020 March 07","IE2406","Wexford","%","50.1"
"SLI01C01","Staying Local Indicator","2020M03D07","2020 March 07","IE2503","Kerry","%","53.9"
"SLI01C01","Staying Local Indicator","2020M03D07","2020 March 07","IE05316","Cork","%","57.1"
"SLI01C01","Staying Local Indicator","2020M03D07","2020 March 07","IE04225","Galway","%","53.7"
"SLI01C01","Staying Local Indicator","2020M03D07","2020 March 07","IE05118","Limerick","%","59"
"SLI01C01","Staying Local Indicator","2020M03D07","2020 March 07","IE05225","Waterford","%","60"
"SLI01C01","Staying Local Indicator","2020M03D08","2020 March 08","-","State","%","58.7"
"SLI01C01","Staying Local Indicator","2020M03D08","2020 March 08","IE1101","Cavan","%","49.6"
"SLI01C01","Staying Local Indicator","2020M03D08","2020 March 08","IE1102","Donegal","%","49.5"
"SLI01C01","Staying Local Indicator","2020M03D08","2020 March 08","IE1103","Leitrim","%","48"
"SLI01C01","Staying Local Indicator","2020M03D08","2020 March 08","IE1104","Louth","%","60"
"SLI01C01","Staying Local Indicator","2020M03D08","2020 March 08","IE1105","Monaghan","%","51.3"
"SLI01C01","Staying Local Indicator","2020M03D08","2020 March 08","IE1106","Sligo","%","51.2"
"SLI01C01","Staying Local Indicator","2020M03D08","2020 March 08","IE1201","Laois","%","49.3"
"SLI01C01","Staying Local Indicator","2020M03D08","2020 March 08","IE1202","Longford","%","50.8"
"SLI01C01","Staying Local Indicator","2020M03D08","2020 March 08","IE1203","Offaly","%","48.6"
"SLI01C01","Staying Local Indicator","2020M03D08","2020 March 08","IE1204","Westmeath","%","55.2"
"SLI01C01","Staying Local Indicator","2020M03D08","2020 March 08","IE1303","Mayo","%","47.9"
"SLI01C01","Staying Local Indicator","2020M03D08","2020 March 08","IE1304","Roscommon","%","47.3"
