"STATISTIC","Statistic","TLIST(D1)","Date","C02196V02652","County","UNIT","VALUE"
"SLI01C01","Staying Local Indicator","2020M07D07","2020 July 07","IE2202","Meath","%","55.3"
"SLI01C01","Staying Local Indicator","2020M07D07","2020 July 07","IE2203","Wicklow","%","55.9"
"SLI01C01","Staying Local Indicator","2020M07D07","2020 July 07","IE2301","Clare","%","49.5"
"SLI01C01","Staying Local Indicator","2020M07D07","2020 July 07","IE2401","Carlow","%","46.9"
"SLI01C01","Staying Local Indicator","2020M07D07","2020 July 07","IE2402","Kilkenny","%","52.5"
"SLI01C01","Staying Local Indicator","2020M07D07","2020 July 07","IE05122","Tipperary","%","48.4"
"SLI01C01","Staying Local Indicator","2020M07D07","2020 July 07","IE2406","Wexford","%","49.5"
"SLI01C01","Staying Local Indicator","2020M07D07","2020 July 07","IE2503","Kerry","%","48.6"
"SLI01C01","Staying Local Indicator","2020M07D07","2020 July 07","IE05316","Cork","%","54.9"
"SLI01C01","Staying Local Indicator","2020M07D07","2020 July 07","IE04225","Galway","%","52.3"
"SLI01C01","Staying Local Indicator","2020M07D07","2020 July 07","IE05118","Limerick","%","57.4"
"SLI01C01","Staying Local Indicator","2020M07D07","2020 July 07","IE05225","Waterford","%","57.7"
"SLI01C01","Staying Local Indicator","2020M07D08","2020 July 08","-","State","%","58.6"
"SLI01C01","Staying Local Indicator","2020M07D08","2020 July 08","IE1101","Cavan","%","50.9"
"SLI01C01","Staying Local Indicator","2020M07D08","2020 July 08","IE1102","Donegal","%","49.5"
"SLI01C01","Staying Local Indicator","2020M07D08","2020 July 08","IE1103","Leitrim","%","48.8"
"SLI01C01","Staying Local Indicator","2020M07D08","2020 July 08","IE1104","Louth","%","61.3"
"SLI01C01","Staying Local Indicator","2020M07D08","2020 July 08","IE1105","Monaghan","%","51.5"
"SLI01C01","Staying Local Indicator","2020M07D08","2020 July 08","IE1106","Sligo","%","50.1"
"SLI01C01","Staying Local Indicator","2020M07D08","2020 July 08","IE1201","Laois","%","50.6"
"SLI01C01","Staying Local Indicator","2020M07D08","2020 July 08","IE1202","Longford","%","51.8"
"SLI01C01","Staying Local Indicator","2020M07D08","2020 July 08","IE1203","Offaly","%","50.7"
"SLI01C01","Staying Local Indicator","2020M07D08","2020 July 08","IE1204","Westmeath","%","56.5"
"SLI01C01","Staying Local Indicator","2020M07D08","2020 July 08","IE1303","Mayo","%","46.5"
"SLI01C01","Staying Local Indicator","2020M07D08","2020 July 08","IE1304","Roscommon","%","47"
"SLI01C01","Staying Local Indicator","2020M07D08","2020 July 08","IE21","Dublin","%","72.7"
"SLI01C01","Staying Local Indicator","2020M07D08","2020 July 08","IE2201","Kildare","%","55"
"SLI01C01","Staying Local Indicator","2020M07D08","2020 July 08","IE2202","Meath","%","55.3"
"SLI01C01","Staying Local Indicator","2020M07D08","2020 July 08","IE2203","Wicklow","%","55.8"
"SLI01C01","Staying Local Indicator","2020M07D08","2020 July 08","IE2301","Clare","%","49.8"
"SLI01C01","Staying Local Indicator","2020M07D08","2020 July 08","IE2401","Carlow","%","47.2"
"SLI01C01","Staying Local Indicator","2020M07D08","2020 July 08","IE2402","Kilkenny","%","52.5"
"SLI01C01","Staying Local Indicator","2020M07D08","2020 July 08","IE05122","Tipperary","%","48.6"
"SLI01C01","Staying Local Indicator","2020M07D08","2020 July 08","IE2406","Wexford","%","49.9"
"SLI01C01","Staying Local Indicator","2020M07D08","2020 July 08","IE2503","Kerry","%","49"
"SLI01C01","Staying Local Indicator","2020M07D08","2020 July 08","IE05316","Cork","%","55.1"
"SLI01C01","Staying Local Indicator","2020M07D08","2020 July 08","IE04225","Galway","%","52.7"
"SLI01C01","Staying Local Indicator","2020M07D08","2020 July 08","IE05118","Limerick","%","57.6"
"SLI01C01","Staying Local Indicator","2020M07D08","2020 July 08","IE05225","Waterford","%","58.1"
"SLI01C01","Staying Local Indicator","2020M07D09","2020 July 09","-","State","%","58.6"
"SLI01C01","Staying Local Indicator","2020M07D09","2020 July 09","IE1101","Cavan","%","50.9"
"SLI01C01","Staying Local Indicator","2020M07D09","2020 July 09","IE1102","Donegal","%","49.4"
"SLI01C01","Staying Local Indicator","2020M07D09","2020 July 09","IE1103","Leitrim","%","48.6"
"SLI01C01","Staying Local Indicator","2020M07D09","2020 July 09","IE1104","Louth","%","61.2"
"SLI01C01","Staying Local Indicator","2020M07D09","2020 July 09","IE1105","Monaghan","%","51.4"
"SLI01C01","Staying Local Indicator","2020M07D09","2020 July 09","IE1106","Sligo","%","50"
"SLI01C01","Staying Local Indicator","2020M07D09","2020 July 09","IE1201","Laois","%","50.5"
"SLI01C01","Staying Local Indicator","2020M07D09","2020 July 09","IE1202","Longford","%","51.6"
"SLI01C01","Staying Local Indicator","2020M07D09","2020 July 09","IE1203","Offaly","%","50.8"
"SLI01C01","Staying Local Indicator","2020M07D09","2020 July 09","IE1204","Westmeath","%","56.5"
"SLI01C01","Staying Local Indicator","2020M07D09","2020 July 09","IE1303","Mayo","%","46.5"
"SLI01C01","Staying Local Indicator","2020M07D09","2020 July 09","IE1304","Roscommon","%","47"
"SLI01C01","Staying Local Indicator","2020M07D09","2020 July 09","IE21","Dublin","%","72.8"
"SLI01C01","Staying Local Indicator","2020M07D09","2020 July 09","IE2201","Kildare","%","55"
"SLI01C01","Staying Local Indicator","2020M07D09","2020 July 09","IE2202","Meath","%","55.2"
"SLI01C01","Staying Local Indicator","2020M07D09","2020 July 09","IE2203","Wicklow","%","55.8"
"SLI01C01","Staying Local Indicator","2020M07D09","2020 July 09","IE2301","Clare","%","49.8"
"SLI01C01","Staying Local Indicator","2020M07D09","2020 July 09","IE2401","Carlow","%","47.2"
"SLI01C01","Staying Local Indicator","2020M07D09","2020 July 09","IE2402","Kilkenny","%","52.5"
"SLI01C01","Staying Local Indicator","2020M07D09","2020 July 09","IE05122","Tipperary","%","48.6"
"SLI01C01","Staying Local Indicator","2020M07D09","2020 July 09","IE2406","Wexford","%","49.9"
"SLI01C01","Staying Local Indicator","2020M07D09","2020 July 09","IE2503","Kerry","%","49.1"
"SLI01C01","Staying Local Indicator","2020M07D09","2020 July 09","IE05316","Cork","%","55.1"
"SLI01C01","Staying Local Indicator","2020M07D09","2020 July 09","IE04225","Galway","%","52.6"
"SLI01C01","Staying Local Indicator","2020M07D09","2020 July 09","IE05118","Limerick","%","57.5"
"SLI01C01","Staying Local Indicator","2020M07D09","2020 July 09","IE05225","Waterford","%","58.2"
"SLI01C01","Staying Local Indicator","2020M07D10","2020 July 10","-","State","%","58.2"
"SLI01C01","Staying Local Indicator","2020M07D10","2020 July 10","IE1101","Cavan","%","50.6"
"SLI01C01","Staying Local Indicator","2020M07D10","2020 July 10","IE1102","Donegal","%","49.1"
"SLI01C01","Staying Local Indicator","2020M07D10","2020 July 10","IE1103","Leitrim","%","48.1"
"SLI01C01","Staying Local Indicator","2020M07D10","2020 July 10","IE1104","Louth","%","60.8"
"SLI01C01","Staying Local Indicator","2020M07D10","2020 July 10","IE1105","Monaghan","%","51.1"
"SLI01C01","Staying Local Indicator","2020M07D10","2020 July 10","IE1106","Sligo","%","49.5"
"SLI01C01","Staying Local Indicator","2020M07D10","2020 July 10","IE1201","Laois","%","50.1"
"SLI01C01","Staying Local Indicator","2020M07D10","2020 July 10","IE1202","Longford","%","51.3"
"SLI01C01","Staying Local Indicator","2020M07D10","2020 July 10","IE1203","Offaly","%","50.6"
"SLI01C01","Staying Local Indicator","2020M07D10","2020 July 10","IE1204","Westmeath","%","56.1"
"SLI01C01","Staying Local Indicator","2020M07D10","2020 July 10","IE1303","Mayo","%","46.2"
"SLI01C01","Staying Local Indicator","2020M07D10","2020 July 10","IE1304","Roscommon","%","46.7"
"SLI01C01","Staying Local Indicator","2020M07D10","2020 July 10","IE21","Dublin","%","72.4"
"SLI01C01","Staying Local Indicator","2020M07D10","2020 July 10","IE2201","Kildare","%","54.6"
"SLI01C01","Staying Local Indicator","2020M07D10","2020 July 10","IE2202","Meath","%","54.9"
"SLI01C01","Staying Local Indicator","2020M07D10","2020 July 10","IE2203","Wicklow","%","55.5"
"SLI01C01","Staying Local Indicator","2020M07D10","2020 July 10","IE2301","Clare","%","49.4"
"SLI01C01","Staying Local Indicator","2020M07D10","2020 July 10","IE2401","Carlow","%","46.8"
"SLI01C01","Staying Local Indicator","2020M07D10","2020 July 10","IE2402","Kilkenny","%","52"
"SLI01C01","Staying Local Indicator","2020M07D10","2020 July 10","IE05122","Tipperary","%","48.3"
"SLI01C01","Staying Local Indicator","2020M07D10","2020 July 10","IE2406","Wexford","%","49.5"
"SLI01C01","Staying Local Indicator","2020M07D10","2020 July 10","IE2503","Kerry","%","48.9"
"SLI01C01","Staying Local Indicator","2020M07D10","2020 July 10","IE05316","Cork","%","54.6"
"SLI01C01","Staying Local Indicator","2020M07D10","2020 July 10","IE04225","Galway","%","52.2"
"SLI01C01","Staying Local Indicator","2020M07D10","2020 July 10","IE05118","Limerick","%","57.1"
"SLI01C01","Staying Local Indicator","2020M07D10","2020 July 10","IE05225","Waterford","%","57.7"
"SLI01C01","Staying Local Indicator","2020M07D11","2020 July 11","-","State","%","57.8"
"SLI01C01","Staying Local Indicator","2020M07D11","2020 July 11","IE1101","Cavan","%","50.2"
"SLI01C01","Staying Local Indicator","2020M07D11","2020 July 11","IE1102","Donegal","%","48.9"
"SLI01C01","Staying Local Indicator","2020M07D11","2020 July 11","IE1103","Leitrim","%","47.8"
"SLI01C01","Staying Local Indicator","2020M07D11","2020 July 11","IE1104","Louth","%","60.5"
"SLI01C01","Staying Local Indicator","2020M07D11","2020 July 11","IE1105","Monaghan","%","50.8"
"SLI01C01","Staying Local Indicator","2020M07D11","2020 July 11","IE1106","Sligo","%","49.2"
"SLI01C01","Staying Local Indicator","2020M07D11","2020 July 11","IE1201","Laois","%","49.9"
"SLI01C01","Staying Local Indicator","2020M07D11","2020 July 11","IE1202","Longford","%","50.8"
"SLI01C01","Staying Local Indicator","2020M07D11","2020 July 11","IE1203","Offaly","%","50.3"
"SLI01C01","Staying Local Indicator","2020M07D11","2020 July 11","IE1204","Westmeath","%","55.8"
"SLI01C01","Staying Local Indicator","2020M07D11","2020 July 11","IE1303","Mayo","%","45.9"
"SLI01C01","Staying Local Indicator","2020M07D11","2020 July 11","IE1304","Roscommon","%","46.3"
"SLI01C01","Staying Local Indicator","2020M07D11","2020 July 11","IE21","Dublin","%","72.1"
"SLI01C01","Staying Local Indicator","2020M07D11","2020 July 11","IE2201","Kildare","%","54.3"
"SLI01C01","Staying Local Indicator","2020M07D11","2020 July 11","IE2202","Meath","%","54.6"
"SLI01C01","Staying Local Indicator","2020M07D11","2020 July 11","IE2203","Wicklow","%","55.3"
"SLI01C01","Staying Local Indicator","2020M07D11","2020 July 11","IE2301","Clare","%","48.9"
"SLI01C01","Staying Local Indicator","2020M07D11","2020 July 11","IE2401","Carlow","%","46.4"
"SLI01C01","Staying Local Indicator","2020M07D11","2020 July 11","IE2402","Kilkenny","%","51.7"
"SLI01C01","Staying Local Indicator","2020M07D11","2020 July 11","IE05122","Tipperary","%","48"
"SLI01C01","Staying Local Indicator","2020M07D11","2020 July 11","IE2406","Wexford","%","49.3"
"SLI01C01","Staying Local Indicator","2020M07D11","2020 July 11","IE2503","Kerry","%","48.5"
"SLI01C01","Staying Local Indicator","2020M07D11","2020 July 11","IE05316","Cork","%","54.2"
"SLI01C01","Staying Local Indicator","2020M07D11","2020 July 11","IE04225","Galway","%","51.8"
"SLI01C01","Staying Local Indicator","2020M07D11","2020 July 11","IE05118","Limerick","%","56.5"
"SLI01C01","Staying Local Indicator","2020M07D11","2020 July 11","IE05225","Waterford","%","57.3"
"SLI01C01","Staying Local Indicator","2020M07D12","2020 July 12","-","State","%","57.5"
"SLI01C01","Staying Local Indicator","2020M07D12","2020 July 12","IE1101","Cavan","%","49.9"
"SLI01C01","Staying Local Indicator","2020M07D12","2020 July 12","IE1102","Donegal","%","48.4"
"SLI01C01","Staying Local Indicator","2020M07D12","2020 July 12","IE1103","Leitrim","%","47.4"
"SLI01C01","Staying Local Indicator","2020M07D12","2020 July 12","IE1104","Louth","%","60.1"
"SLI01C01","Staying Local Indicator","2020M07D12","2020 July 12","IE1105","Monaghan","%","50.5"
"SLI01C01","Staying Local Indicator","2020M07D12","2020 July 12","IE1106","Sligo","%","48.9"
"SLI01C01","Staying Local Indicator","2020M07D12","2020 July 12","IE1201","Laois","%","49.5"
"SLI01C01","Staying Local Indicator","2020M07D12","2020 July 12","IE1202","Longford","%","50.4"
"SLI01C01","Staying Local Indicator","2020M07D12","2020 July 12","IE1203","Offaly","%","49.9"
"SLI01C01","Staying Local Indicator","2020M07D12","2020 July 12","IE1204","Westmeath","%","55.3"
"SLI01C01","Staying Local Indicator","2020M07D12","2020 July 12","IE1303","Mayo","%","45.6"
"SLI01C01","Staying Local Indicator","2020M07D12","2020 July 12","IE1304","Roscommon","%","46.1"
"SLI01C01","Staying Local Indicator","2020M07D12","2020 July 12","IE21","Dublin","%","71.7"
"SLI01C01","Staying Local Indicator","2020M07D12","2020 July 12","IE2201","Kildare","%","53.9"
"SLI01C01","Staying Local Indicator","2020M07D12","2020 July 12","IE2202","Meath","%","54.1"
"SLI01C01","Staying Local Indicator","2020M07D12","2020 July 12","IE2203","Wicklow","%","55.1"
"SLI01C01","Staying Local Indicator","2020M07D12","2020 July 12","IE2301","Clare","%","48.6"
"SLI01C01","Staying Local Indicator","2020M07D12","2020 July 12","IE2401","Carlow","%","45.9"
"SLI01C01","Staying Local Indicator","2020M07D12","2020 July 12","IE2402","Kilkenny","%","51.3"
"SLI01C01","Staying Local Indicator","2020M07D12","2020 July 12","IE05122","Tipperary","%","47.6"
"SLI01C01","Staying Local Indicator","2020M07D12","2020 July 12","IE2406","Wexford","%","49"
"SLI01C01","Staying Local Indicator","2020M07D12","2020 July 12","IE2503","Kerry","%","48.5"
"SLI01C01","Staying Local Indicator","2020M07D12","2020 July 12","IE05316","Cork","%","53.9"
"SLI01C01","Staying Local Indicator","2020M07D12","2020 July 12","IE04225","Galway","%","51.6"
"SLI01C01","Staying Local Indicator","2020M07D12","2020 July 12","IE05118","Limerick","%","56"
"SLI01C01","Staying Local Indicator","2020M07D12","2020 July 12","IE05225","Waterford","%","57.1"
"SLI01C01","Staying Local Indicator","2020M07D13","2020 July 13","-","State","%","57.4"
"SLI01C01","Staying Local Indicator","2020M07D13","2020 July 13","IE1101","Cavan","%","49.8"
"SLI01C01","Staying Local Indicator","2020M07D13","2020 July 13","IE1102","Donegal","%","48.4"
"SLI01C01","Staying Local Indicator","2020M07D13","2020 July 13","IE1103","Leitrim","%","47.3"
"SLI01C01","Staying Local Indicator","2020M07D13","2020 July 13","IE1104","Louth","%","60.1"
"SLI01C01","Staying Local Indicator","2020M07D13","2020 July 13","IE1105","Monaghan","%","50.6"
"SLI01C01","Staying Local Indicator","2020M07D13","2020 July 13","IE1106","Sligo","%","48.8"
"SLI01C01","Staying Local Indicator","2020M07D13","2020 July 13","IE1201","Laois","%","49.4"
"SLI01C01","Staying Local Indicator","2020M07D13","2020 July 13","IE1202","Longford","%","50.3"
"SLI01C01","Staying Local Indicator","2020M07D13","2020 July 13","IE1203","Offaly","%","49.8"
"SLI01C01","Staying Local Indicator","2020M07D13","2020 July 13","IE1204","Westmeath","%","55.3"
"SLI01C01","Staying Local Indicator","2020M07D13","2020 July 13","IE1303","Mayo","%","45.6"
"SLI01C01","Staying Local Indicator","2020M07D13","2020 July 13","IE1304","Roscommon","%","46"
"SLI01C01","Staying Local Indicator","2020M07D13","2020 July 13","IE21","Dublin","%","71.6"
"SLI01C01","Staying Local Indicator","2020M07D13","2020 July 13","IE2201","Kildare","%","53.8"
"SLI01C01","Staying Local Indicator","2020M07D13","2020 July 13","IE2202","Meath","%","53.9"
"SLI01C01","Staying Local Indicator","2020M07D13","2020 July 13","IE2203","Wicklow","%","55"
"SLI01C01","Staying Local Indicator","2020M07D13","2020 July 13","IE2301","Clare","%","48.5"
"SLI01C01","Staying Local Indicator","2020M07D13","2020 July 13","IE2401","Carlow","%","45.7"
"SLI01C01","Staying Local Indicator","2020M07D13","2020 July 13","IE2402","Kilkenny","%","51.1"
"SLI01C01","Staying Local Indicator","2020M07D13","2020 July 13","IE05122","Tipperary","%","47.4"
"SLI01C01","Staying Local Indicator","2020M07D13","2020 July 13","IE2406","Wexford","%","48.9"
"SLI01C01","Staying Local Indicator","2020M07D13","2020 July 13","IE2503","Kerry","%","48.6"
"SLI01C01","Staying Local Indicator","2020M07D13","2020 July 13","IE05316","Cork","%","54"
"SLI01C01","Staying Local Indicator","2020M07D13","2020 July 13","IE04225","Galway","%","51.7"
"SLI01C01","Staying Local Indicator","2020M07D13","2020 July 13","IE05118","Limerick","%","56"
"SLI01C01","Staying Local Indicator","2020M07D13","2020 July 13","IE05225","Waterford","%","57.2"
"SLI01C01","Staying Local Indicator","2020M07D14","2020 July 14","-","State","%","57.3"
"SLI01C01","Staying Local Indicator","2020M07D14","2020 July 14","IE1101","Cavan","%","49.5"
"SLI01C01","Staying Local Indicator","2020M07D14","2020 July 14","IE1102","Donegal","%","48.6"
"SLI01C01","Staying Local Indicator","2020M07D14","2020 July 14","IE1103","Leitrim","%","47.1"
"SLI01C01","Staying Local Indicator","2020M07D14","2020 July 14","IE1104","Louth","%","59.9"
"SLI01C01","Staying Local Indicator","2020M07D14","2020 July 14","IE1105","Monaghan","%","50.5"
"SLI01C01","Staying Local Indicator","2020M07D14","2020 July 14","IE1106","Sligo","%","48.8"
"SLI01C01","Staying Local Indicator","2020M07D14","2020 July 14","IE1201","Laois","%","49.2"
"SLI01C01","Staying Local Indicator","2020M07D14","2020 July 14","IE1202","Longford","%","50.3"
"SLI01C01","Staying Local Indicator","2020M07D14","2020 July 14","IE1203","Offaly","%","49.7"
"SLI01C01","Staying Local Indicator","2020M07D14","2020 July 14","IE1204","Westmeath","%","55.2"
"SLI01C01","Staying Local Indicator","2020M07D14","2020 July 14","IE1303","Mayo","%","45.5"
"SLI01C01","Staying Local Indicator","2020M07D14","2020 July 14","IE1304","Roscommon","%","45.9"
"SLI01C01","Staying Local Indicator","2020M07D14","2020 July 14","IE21","Dublin","%","71.4"
"SLI01C01","Staying Local Indicator","2020M07D14","2020 July 14","IE2201","Kildare","%","53.7"
"SLI01C01","Staying Local Indicator","2020M07D14","2020 July 14","IE2202","Meath","%","53.7"
"SLI01C01","Staying Local Indicator","2020M07D14","2020 July 14","IE2203","Wicklow","%","54.8"
"SLI01C01","Staying Local Indicator","2020M07D14","2020 July 14","IE2301","Clare","%","48.1"
"SLI01C01","Staying Local Indicator","2020M07D14","2020 July 14","IE2401","Carlow","%","45.5"
"SLI01C01","Staying Local Indicator","2020M07D14","2020 July 14","IE2402","Kilkenny","%","50.7"
"SLI01C01","Staying Local Indicator","2020M07D14","2020 July 14","IE05122","Tipperary","%","47.1"
"SLI01C01","Staying Local Indicator","2020M07D14","2020 July 14","IE2406","Wexford","%","48.7"
"SLI01C01","Staying Local Indicator","2020M07D14","2020 July 14","IE2503","Kerry","%","48.4"
"SLI01C01","Staying Local Indicator","2020M07D14","2020 July 14","IE05316","Cork","%","53.7"
"SLI01C01","Staying Local Indicator","2020M07D14","2020 July 14","IE04225","Galway","%","51.6"
"SLI01C01","Staying Local Indicator","2020M07D14","2020 July 14","IE05118","Limerick","%","55.6"
"SLI01C01","Staying Local Indicator","2020M07D14","2020 July 14","IE05225","Waterford","%","57"
"SLI01C01","Staying Local Indicator","2020M07D15","2020 July 15","-","State","%","56.9"
"SLI01C01","Staying Local Indicator","2020M07D15","2020 July 15","IE1101","Cavan","%","49.3"
"SLI01C01","Staying Local Indicator","2020M07D15","2020 July 15","IE1102","Donegal","%","48.6"
"SLI01C01","Staying Local Indicator","2020M07D15","2020 July 15","IE1103","Leitrim","%","47"
"SLI01C01","Staying Local Indicator","2020M07D15","2020 July 15","IE1104","Louth","%","59.7"
"SLI01C01","Staying Local Indicator","2020M07D15","2020 July 15","IE1105","Monaghan","%","50.3"
"SLI01C01","Staying Local Indicator","2020M07D15","2020 July 15","IE1106","Sligo","%","48.5"
"SLI01C01","Staying Local Indicator","2020M07D15","2020 July 15","IE1201","Laois","%","48.6"
"SLI01C01","Staying Local Indicator","2020M07D15","2020 July 15","IE1202","Longford","%","49.9"
"SLI01C01","Staying Local Indicator","2020M07D15","2020 July 15","IE1203","Offaly","%","49.2"
"SLI01C01","Staying Local Indicator","2020M07D15","2020 July 15","IE1204","Westmeath","%","54.8"
"SLI01C01","Staying Local Indicator","2020M07D15","2020 July 15","IE1303","Mayo","%","45.2"
"SLI01C01","Staying Local Indicator","2020M07D15","2020 July 15","IE1304","Roscommon","%","45.6"
"SLI01C01","Staying Local Indicator","2020M07D15","2020 July 15","IE21","Dublin","%","71.1"
"SLI01C01","Staying Local Indicator","2020M07D15","2020 July 15","IE2201","Kildare","%","53.3"
"SLI01C01","Staying Local Indicator","2020M07D15","2020 July 15","IE2202","Meath","%","53.4"
"SLI01C01","Staying Local Indicator","2020M07D15","2020 July 15","IE2203","Wicklow","%","54.5"
"SLI01C01","Staying Local Indicator","2020M07D15","2020 July 15","IE2301","Clare","%","47.6"
"SLI01C01","Staying Local Indicator","2020M07D15","2020 July 15","IE2401","Carlow","%","45"
"SLI01C01","Staying Local Indicator","2020M07D15","2020 July 15","IE2402","Kilkenny","%","50.3"
"SLI01C01","Staying Local Indicator","2020M07D15","2020 July 15","IE05122","Tipperary","%","46.7"
"SLI01C01","Staying Local Indicator","2020M07D15","2020 July 15","IE2406","Wexford","%","48.2"
"SLI01C01","Staying Local Indicator","2020M07D15","2020 July 15","IE2503","Kerry","%","47.9"
"SLI01C01","Staying Local Indicator","2020M07D15","2020 July 15","IE05316","Cork","%","53.2"
"SLI01C01","Staying Local Indicator","2020M07D15","2020 July 15","IE04225","Galway","%","51.2"
"SLI01C01","Staying Local Indicator","2020M07D15","2020 July 15","IE05118","Limerick","%","55.2"
"SLI01C01","Staying Local Indicator","2020M07D15","2020 July 15","IE05225","Waterford","%","56.3"
"SLI01C01","Staying Local Indicator","2020M07D16","2020 July 16","-","State","%","56.7"
"SLI01C01","Staying Local Indicator","2020M07D16","2020 July 16","IE1101","Cavan","%","49.1"
"SLI01C01","Staying Local Indicator","2020M07D16","2020 July 16","IE1102","Donegal","%","48.6"
"SLI01C01","Staying Local Indicator","2020M07D16","2020 July 16","IE1103","Leitrim","%","47"
"SLI01C01","Staying Local Indicator","2020M07D16","2020 July 16","IE1104","Louth","%","59.5"
"SLI01C01","Staying Local Indicator","2020M07D16","2020 July 16","IE1105","Monaghan","%","50.1"
"SLI01C01","Staying Local Indicator","2020M07D16","2020 July 16","IE1106","Sligo","%","48.5"
"SLI01C01","Staying Local Indicator","2020M07D16","2020 July 16","IE1201","Laois","%","48.5"
"SLI01C01","Staying Local Indicator","2020M07D16","2020 July 16","IE1202","Longford","%","49.9"
"SLI01C01","Staying Local Indicator","2020M07D16","2020 July 16","IE1203","Offaly","%","49"
"SLI01C01","Staying Local Indicator","2020M07D16","2020 July 16","IE1204","Westmeath","%","54.5"
"SLI01C01","Staying Local Indicator","2020M07D16","2020 July 16","IE1303","Mayo","%","45.1"
"SLI01C01","Staying Local Indicator","2020M07D16","2020 July 16","IE1304","Roscommon","%","45.4"
"SLI01C01","Staying Local Indicator","2020M07D16","2020 July 16","IE21","Dublin","%","70.8"
"SLI01C01","Staying Local Indicator","2020M07D16","2020 July 16","IE2201","Kildare","%","53.1"
"SLI01C01","Staying Local Indicator","2020M07D16","2020 July 16","IE2202","Meath","%","53.2"
"SLI01C01","Staying Local Indicator","2020M07D16","2020 July 16","IE2203","Wicklow","%","54.3"
"SLI01C01","Staying Local Indicator","2020M07D16","2020 July 16","IE2301","Clare","%","47.4"
"SLI01C01","Staying Local Indicator","2020M07D16","2020 July 16","IE2401","Carlow","%","44.7"
"SLI01C01","Staying Local Indicator","2020M07D16","2020 July 16","IE2402","Kilkenny","%","50"
"SLI01C01","Staying Local Indicator","2020M07D16","2020 July 16","IE05122","Tipperary","%","46.5"
"SLI01C01","Staying Local Indicator","2020M07D16","2020 July 16","IE2406","Wexford","%","48"
"SLI01C01","Staying Local Indicator","2020M07D16","2020 July 16","IE2503","Kerry","%","47.8"
"SLI01C01","Staying Local Indicator","2020M07D16","2020 July 16","IE05316","Cork","%","52.9"
"SLI01C01","Staying Local Indicator","2020M07D16","2020 July 16","IE04225","Galway","%","51.1"
"SLI01C01","Staying Local Indicator","2020M07D16","2020 July 16","IE05118","Limerick","%","55.1"
"SLI01C01","Staying Local Indicator","2020M07D16","2020 July 16","IE05225","Waterford","%","55.9"
"SLI01C01","Staying Local Indicator","2020M07D17","2020 July 17","-","State","%","56.7"
"SLI01C01","Staying Local Indicator","2020M07D17","2020 July 17","IE1101","Cavan","%","49.1"
"SLI01C01","Staying Local Indicator","2020M07D17","2020 July 17","IE1102","Donegal","%","48.6"
"SLI01C01","Staying Local Indicator","2020M07D17","2020 July 17","IE1103","Leitrim","%","46.6"
"SLI01C01","Staying Local Indicator","2020M07D17","2020 July 17","IE1104","Louth","%","59.6"
"SLI01C01","Staying Local Indicator","2020M07D17","2020 July 17","IE1105","Monaghan","%","50.1"
"SLI01C01","Staying Local Indicator","2020M07D17","2020 July 17","IE1106","Sligo","%","48.6"
"SLI01C01","Staying Local Indicator","2020M07D17","2020 July 17","IE1201","Laois","%","48.5"
"SLI01C01","Staying Local Indicator","2020M07D17","2020 July 17","IE1202","Longford","%","50.1"
"SLI01C01","Staying Local Indicator","2020M07D17","2020 July 17","IE1203","Offaly","%","49.1"
"SLI01C01","Staying Local Indicator","2020M07D17","2020 July 17","IE1204","Westmeath","%","54.6"
"SLI01C01","Staying Local Indicator","2020M07D17","2020 July 17","IE1303","Mayo","%","45.2"
"SLI01C01","Staying Local Indicator","2020M07D17","2020 July 17","IE1304","Roscommon","%","45.4"
"SLI01C01","Staying Local Indicator","2020M07D17","2020 July 17","IE21","Dublin","%","70.7"
"SLI01C01","Staying Local Indicator","2020M07D17","2020 July 17","IE2201","Kildare","%","53.1"
"SLI01C01","Staying Local Indicator","2020M07D17","2020 July 17","IE2202","Meath","%","53.2"
"SLI01C01","Staying Local Indicator","2020M07D17","2020 July 17","IE2203","Wicklow","%","54.2"
"SLI01C01","Staying Local Indicator","2020M07D17","2020 July 17","IE2301","Clare","%","47.6"
"SLI01C01","Staying Local Indicator","2020M07D17","2020 July 17","IE2401","Carlow","%","44.3"
"SLI01C01","Staying Local Indicator","2020M07D17","2020 July 17","IE2402","Kilkenny","%","49.9"
"SLI01C01","Staying Local Indicator","2020M07D17","2020 July 17","IE05122","Tipperary","%","46.5"
"SLI01C01","Staying Local Indicator","2020M07D17","2020 July 17","IE2406","Wexford","%","48"
"SLI01C01","Staying Local Indicator","2020M07D17","2020 July 17","IE2503","Kerry","%","47.8"
"SLI01C01","Staying Local Indicator","2020M07D17","2020 July 17","IE05316","Cork","%","52.9"
"SLI01C01","Staying Local Indicator","2020M07D17","2020 July 17","IE04225","Galway","%","51.3"
"SLI01C01","Staying Local Indicator","2020M07D17","2020 July 17","IE05118","Limerick","%","55.2"
"SLI01C01","Staying Local Indicator","2020M07D17","2020 July 17","IE05225","Waterford","%","55.9"
"SLI01C01","Staying Local Indicator","2020M07D18","2020 July 18","-","State","%","56.5"
"SLI01C01","Staying Local Indicator","2020M07D18","2020 July 18","IE1101","Cavan","%","48.8"
"SLI01C01","Staying Local Indicator","2020M07D18","2020 July 18","IE1102","Donegal","%","48.3"
"SLI01C01","Staying Local Indicator","2020M07D18","2020 July 18","IE1103","Leitrim","%","46.4"
"SLI01C01","Staying Local Indicator","2020M07D18","2020 July 18","IE1104","Louth","%","59.4"
