"Statistic","Date","County","UNIT","VALUE"
"Staying Local Indicator","2020 August 19","Kildare","%","55.1"
"Staying Local Indicator","2020 August 19","Meath","%","50.6"
"Staying Local Indicator","2020 August 19","Wicklow","%","52"
"Staying Local Indicator","2020 August 19","Clare","%","43.4"
"Staying Local Indicator","2020 August 19","Carlow","%","42"
"Staying Local Indicator","2020 August 19","Kilkenny","%","48.8"
"Staying Local Indicator","2020 August 19","Tipperary","%","44.4"
"Staying Local Indicator","2020 August 19","Wexford","%","43.8"
"Staying Local Indicator","2020 August 19","Kerry","%","40.8"
"Staying Local Indicator","2020 August 19","Cork","%","50.6"
"Staying Local Indicator","2020 August 19","Galway","%","46.3"
"Staying Local Indicator","2020 August 19","Limerick","%","53.3"
"Staying Local Indicator","2020 August 19","Waterford","%","53.1"
"Staying Local Indicator","2020 August 20","State","%","53.8"
"Staying Local Indicator","2020 August 20","Cavan","%","45.3"
"Staying Local Indicator","2020 August 20","Donegal","%","43.3"
"Staying Local Indicator","2020 August 20","Leitrim","%","42.6"
"Staying Local Indicator","2020 August 20","Louth","%","56.2"
"Staying Local Indicator","2020 August 20","Monaghan","%","47.1"
"Staying Local Indicator","2020 August 20","Sligo","%","42.6"
"Staying Local Indicator","2020 August 20","Laois","%","50"
"Staying Local Indicator","2020 August 20","Longford","%","46.4"
"Staying Local Indicator","2020 August 20","Offaly","%","49.6"
"Staying Local Indicator","2020 August 20","Westmeath","%","51.5"
"Staying Local Indicator","2020 August 20","Mayo","%","38.4"
"Staying Local Indicator","2020 August 20","Roscommon","%","41"
"Staying Local Indicator","2020 August 20","Dublin","%","68.5"
"Staying Local Indicator","2020 August 20","Kildare","%","54.8"
"Staying Local Indicator","2020 August 20","Meath","%","50.6"
"Staying Local Indicator","2020 August 20","Wicklow","%","52.1"
"Staying Local Indicator","2020 August 20","Clare","%","43.1"
"Staying Local Indicator","2020 August 20","Carlow","%","42.1"
"Staying Local Indicator","2020 August 20","Kilkenny","%","48.9"
"Staying Local Indicator","2020 August 20","Tipperary","%","44.2"
"Staying Local Indicator","2020 August 20","Wexford","%","43.7"
"Staying Local Indicator","2020 August 20","Kerry","%","40.6"
"Staying Local Indicator","2020 August 20","Cork","%","50.4"
"Staying Local Indicator","2020 August 20","Galway","%","45.9"
"Staying Local Indicator","2020 August 20","Limerick","%","53"
"Staying Local Indicator","2020 August 20","Waterford","%","53.1"
"Staying Local Indicator","2020 August 21","State","%","53.6"
"Staying Local Indicator","2020 August 21","Cavan","%","45.3"
"Staying Local Indicator","2020 August 21","Donegal","%","43.3"
"Staying Local Indicator","2020 August 21","Leitrim","%","42.5"
"Staying Local Indicator","2020 August 21","Louth","%","56.1"
"Staying Local Indicator","2020 August 21","Monaghan","%","47.1"
"Staying Local Indicator","2020 August 21","Sligo","%","42.8"
"Staying Local Indicator","2020 August 21","Laois","%","49.7"
"Staying Local Indicator","2020 August 21","Longford","%","46.4"
"Staying Local Indicator","2020 August 21","Offaly","%","49.2"
"Staying Local Indicator","2020 August 21","Westmeath","%","51.4"
"Staying Local Indicator","2020 August 21","Mayo","%","38.3"
"Staying Local Indicator","2020 August 21","Roscommon","%","40.7"
"Staying Local Indicator","2020 August 21","Dublin","%","68.3"
"Staying Local Indicator","2020 August 21","Kildare","%","54.4"
"Staying Local Indicator","2020 August 21","Meath","%","50.4"
"Staying Local Indicator","2020 August 21","Wicklow","%","51.9"
"Staying Local Indicator","2020 August 21","Clare","%","42.8"
"Staying Local Indicator","2020 August 21","Carlow","%","41.8"
"Staying Local Indicator","2020 August 21","Kilkenny","%","48.8"
"Staying Local Indicator","2020 August 21","Tipperary","%","44"
"Staying Local Indicator","2020 August 21","Wexford","%","43.4"
"Staying Local Indicator","2020 August 21","Kerry","%","40.1"
"Staying Local Indicator","2020 August 21","Cork","%","50.2"
"Staying Local Indicator","2020 August 21","Galway","%","45.7"
"Staying Local Indicator","2020 August 21","Limerick","%","52.7"
"Staying Local Indicator","2020 August 21","Waterford","%","53.1"
"Staying Local Indicator","2020 August 22","State","%","53.6"
"Staying Local Indicator","2020 August 22","Cavan","%","45.3"
"Staying Local Indicator","2020 August 22","Donegal","%","43.4"
"Staying Local Indicator","2020 August 22","Leitrim","%","42.7"
"Staying Local Indicator","2020 August 22","Louth","%","56.4"
"Staying Local Indicator","2020 August 22","Monaghan","%","47.3"
"Staying Local Indicator","2020 August 22","Sligo","%","43.1"
"Staying Local Indicator","2020 August 22","Laois","%","49.5"
"Staying Local Indicator","2020 August 22","Longford","%","46.4"
"Staying Local Indicator","2020 August 22","Offaly","%","49"
"Staying Local Indicator","2020 August 22","Westmeath","%","51.4"
"Staying Local Indicator","2020 August 22","Mayo","%","38.4"
"Staying Local Indicator","2020 August 22","Roscommon","%","40.8"
"Staying Local Indicator","2020 August 22","Dublin","%","68.5"
"Staying Local Indicator","2020 August 22","Kildare","%","54.2"
"Staying Local Indicator","2020 August 22","Meath","%","50.6"
"Staying Local Indicator","2020 August 22","Wicklow","%","51.9"
"Staying Local Indicator","2020 August 22","Clare","%","42.8"
"Staying Local Indicator","2020 August 22","Carlow","%","41.8"
"Staying Local Indicator","2020 August 22","Kilkenny","%","48.8"
"Staying Local Indicator","2020 August 22","Tipperary","%","43.9"
"Staying Local Indicator","2020 August 22","Wexford","%","43.2"
"Staying Local Indicator","2020 August 22","Kerry","%","40"
"Staying Local Indicator","2020 August 22","Cork","%","50"
"Staying Local Indicator","2020 August 22","Galway","%","45.6"
"Staying Local Indicator","2020 August 22","Limerick","%","52.8"
"Staying Local Indicator","2020 August 22","Waterford","%","53"
"Staying Local Indicator","2020 August 23","State","%","53.5"
"Staying Local Indicator","2020 August 23","Cavan","%","45.4"
"Staying Local Indicator","2020 August 23","Donegal","%","43.7"
"Staying Local Indicator","2020 August 23","Leitrim","%","42.6"
"Staying Local Indicator","2020 August 23","Louth","%","56.4"
"Staying Local Indicator","2020 August 23","Monaghan","%","47.3"
"Staying Local Indicator","2020 August 23","Sligo","%","43.4"
"Staying Local Indicator","2020 August 23","Laois","%","49"
"Staying Local Indicator","2020 August 23","Longford","%","46.6"
"Staying Local Indicator","2020 August 23","Offaly","%","48.3"
"Staying Local Indicator","2020 August 23","Westmeath","%","51.2"
"Staying Local Indicator","2020 August 23","Mayo","%","38.5"
"Staying Local Indicator","2020 August 23","Roscommon","%","40.9"
"Staying Local Indicator","2020 August 23","Dublin","%","68.3"
"Staying Local Indicator","2020 August 23","Kildare","%","53.8"
"Staying Local Indicator","2020 August 23","Meath","%","50.5"
"Staying Local Indicator","2020 August 23","Wicklow","%","51.6"
"Staying Local Indicator","2020 August 23","Clare","%","42.6"
"Staying Local Indicator","2020 August 23","Carlow","%","41.7"
"Staying Local Indicator","2020 August 23","Kilkenny","%","48.7"
"Staying Local Indicator","2020 August 23","Tipperary","%","43.7"
"Staying Local Indicator","2020 August 23","Wexford","%","42.8"
"Staying Local Indicator","2020 August 23","Kerry","%","39.6"
"Staying Local Indicator","2020 August 23","Cork","%","49.7"
"Staying Local Indicator","2020 August 23","Galway","%","45.6"
"Staying Local Indicator","2020 August 23","Limerick","%","52.8"
"Staying Local Indicator","2020 August 23","Waterford","%","52.7"
"Staying Local Indicator","2020 August 24","State","%","53.3"
"Staying Local Indicator","2020 August 24","Cavan","%","45.4"
"Staying Local Indicator","2020 August 24","Donegal","%","43.5"
"Staying Local Indicator","2020 August 24","Leitrim","%","42.3"
"Staying Local Indicator","2020 August 24","Louth","%","56.2"
"Staying Local Indicator","2020 August 24","Monaghan","%","47.2"
"Staying Local Indicator","2020 August 24","Sligo","%","43.4"
"Staying Local Indicator","2020 August 24","Laois","%","48.5"
"Staying Local Indicator","2020 August 24","Longford","%","46.5"
"Staying Local Indicator","2020 August 24","Offaly","%","47.8"
"Staying Local Indicator","2020 August 24","Westmeath","%","51.1"
"Staying Local Indicator","2020 August 24","Mayo","%","38.3"
"Staying Local Indicator","2020 August 24","Roscommon","%","40.9"
"Staying Local Indicator","2020 August 24","Dublin","%","68.2"
"Staying Local Indicator","2020 August 24","Kildare","%","53.4"
"Staying Local Indicator","2020 August 24","Meath","%","50.3"
"Staying Local Indicator","2020 August 24","Wicklow","%","51.4"
"Staying Local Indicator","2020 August 24","Clare","%","42.3"
"Staying Local Indicator","2020 August 24","Carlow","%","41.5"
"Staying Local Indicator","2020 August 24","Kilkenny","%","48.4"
"Staying Local Indicator","2020 August 24","Tipperary","%","43.4"
"Staying Local Indicator","2020 August 24","Wexford","%","42.4"
"Staying Local Indicator","2020 August 24","Kerry","%","39.5"
"Staying Local Indicator","2020 August 24","Cork","%","49.6"
"Staying Local Indicator","2020 August 24","Galway","%","45.5"
"Staying Local Indicator","2020 August 24","Limerick","%","52.7"
"Staying Local Indicator","2020 August 24","Waterford","%","52.4"
"Staying Local Indicator","2020 August 25","State","%","53.6"
"Staying Local Indicator","2020 August 25","Cavan","%","45.6"
"Staying Local Indicator","2020 August 25","Donegal","%","43.9"
"Staying Local Indicator","2020 August 25","Leitrim","%","42.3"
"Staying Local Indicator","2020 August 25","Louth","%","56.5"
"Staying Local Indicator","2020 August 25","Monaghan","%","47.5"
"Staying Local Indicator","2020 August 25","Sligo","%","43.9"
"Staying Local Indicator","2020 August 25","Laois","%","48.6"
"Staying Local Indicator","2020 August 25","Longford","%","46.9"
"Staying Local Indicator","2020 August 25","Offaly","%","47.8"
"Staying Local Indicator","2020 August 25","Westmeath","%","51.4"
"Staying Local Indicator","2020 August 25","Mayo","%","38.5"
"Staying Local Indicator","2020 August 25","Roscommon","%","41.2"
"Staying Local Indicator","2020 August 25","Dublin","%","68.5"
"Staying Local Indicator","2020 August 25","Kildare","%","53.5"
"Staying Local Indicator","2020 August 25","Meath","%","50.7"
"Staying Local Indicator","2020 August 25","Wicklow","%","51.7"
"Staying Local Indicator","2020 August 25","Clare","%","42.7"
"Staying Local Indicator","2020 August 25","Carlow","%","42.1"
"Staying Local Indicator","2020 August 25","Kilkenny","%","48.8"
"Staying Local Indicator","2020 August 25","Tipperary","%","43.5"
"Staying Local Indicator","2020 August 25","Wexford","%","42.6"
"Staying Local Indicator","2020 August 25","Kerry","%","39.8"
"Staying Local Indicator","2020 August 25","Cork","%","50"
"Staying Local Indicator","2020 August 25","Galway","%","45.8"
"Staying Local Indicator","2020 August 25","Limerick","%","53"
"Staying Local Indicator","2020 August 25","Waterford","%","52.8"
"Staying Local Indicator","2020 August 26","State","%","53.4"
"Staying Local Indicator","2020 August 26","Cavan","%","45.4"
"Staying Local Indicator","2020 August 26","Donegal","%","43.8"
"Staying Local Indicator","2020 August 26","Leitrim","%","42"
"Staying Local Indicator","2020 August 26","Louth","%","56.3"
"Staying Local Indicator","2020 August 26","Monaghan","%","47.2"
"Staying Local Indicator","2020 August 26","Sligo","%","43.6"
"Staying Local Indicator","2020 August 26","Laois","%","48"
"Staying Local Indicator","2020 August 26","Longford","%","46.8"
"Staying Local Indicator","2020 August 26","Offaly","%","47.3"
"Staying Local Indicator","2020 August 26","Westmeath","%","51.2"
"Staying Local Indicator","2020 August 26","Mayo","%","38.3"
"Staying Local Indicator","2020 August 26","Roscommon","%","41.2"
"Staying Local Indicator","2020 August 26","Dublin","%","68.3"
"Staying Local Indicator","2020 August 26","Kildare","%","53.2"
"Staying Local Indicator","2020 August 26","Meath","%","50.5"
"Staying Local Indicator","2020 August 26","Wicklow","%","51.3"
"Staying Local Indicator","2020 August 26","Clare","%","42.3"
"Staying Local Indicator","2020 August 26","Carlow","%","41.8"
"Staying Local Indicator","2020 August 26","Kilkenny","%","48.3"
"Staying Local Indicator","2020 August 26","Tipperary","%","43.3"
"Staying Local Indicator","2020 August 26","Wexford","%","41.9"
"Staying Local Indicator","2020 August 26","Kerry","%","39.5"
"Staying Local Indicator","2020 August 26","Cork","%","49.7"
"Staying Local Indicator","2020 August 26","Galway","%","45.5"
"Staying Local Indicator","2020 August 26","Limerick","%","53"
"Staying Local Indicator","2020 August 26","Waterford","%","52.5"
"Staying Local Indicator","2020 August 27","State","%","53.3"
"Staying Local Indicator","2020 August 27","Cavan","%","45.4"
"Staying Local Indicator","2020 August 27","Donegal","%","43.5"
"Staying Local Indicator","2020 August 27","Leitrim","%","42.1"
"Staying Local Indicator","2020 August 27","Louth","%","56.3"
"Staying Local Indicator","2020 August 27","Monaghan","%","47.1"
"Staying Local Indicator","2020 August 27","Sligo","%","43.5"
"Staying Local Indicator","2020 August 27","Laois","%","47.6"
"Staying Local Indicator","2020 August 27","Longford","%","46.9"
"Staying Local Indicator","2020 August 27","Offaly","%","47"
"Staying Local Indicator","2020 August 27","Westmeath","%","51.1"
"Staying Local Indicator","2020 August 27","Mayo","%","38.2"
"Staying Local Indicator","2020 August 27","Roscommon","%","41.7"
"Staying Local Indicator","2020 August 27","Dublin","%","68.4"
"Staying Local Indicator","2020 August 27","Kildare","%","53"
"Staying Local Indicator","2020 August 27","Meath","%","50.7"
"Staying Local Indicator","2020 August 27","Wicklow","%","51.1"
"Staying Local Indicator","2020 August 27","Clare","%","42.3"
"Staying Local Indicator","2020 August 27","Carlow","%","41.6"
"Staying Local Indicator","2020 August 27","Kilkenny","%","48.1"
"Staying Local Indicator","2020 August 27","Tipperary","%","43.4"
"Staying Local Indicator","2020 August 27","Wexford","%","41.6"
"Staying Local Indicator","2020 August 27","Kerry","%","39"
"Staying Local Indicator","2020 August 27","Cork","%","49.7"
"Staying Local Indicator","2020 August 27","Galway","%","45.7"
"Staying Local Indicator","2020 August 27","Limerick","%","53.2"
"Staying Local Indicator","2020 August 27","Waterford","%","52.5"
"Staying Local Indicator","2020 August 28","State","%","53.4"
"Staying Local Indicator","2020 August 28","Cavan","%","45.3"
"Staying Local Indicator","2020 August 28","Donegal","%","43.4"
"Staying Local Indicator","2020 August 28","Leitrim","%","42.2"
"Staying Local Indicator","2020 August 28","Louth","%","56.3"
"Staying Local Indicator","2020 August 28","Monaghan","%","47"
"Staying Local Indicator","2020 August 28","Sligo","%","43.4"
"Staying Local Indicator","2020 August 28","Laois","%","47.3"
"Staying Local Indicator","2020 August 28","Longford","%","46.9"
"Staying Local Indicator","2020 August 28","Offaly","%","46.7"
"Staying Local Indicator","2020 August 28","Westmeath","%","51"
"Staying Local Indicator","2020 August 28","Mayo","%","38.2"
